sample_id,true_class,dimensionality,classification,justification,input_tokens,output_tokens,raw_response
Recon-PingSweep_0000,Recon-PingSweep,3d,Recon-PingSweep,"The traffic shows low, variable packet rates (mostly under 1000-2000 pkt/s) with intermittent bursts across many time windows, consistent with sweeping scans across multiple hosts rather than a sustained flood. TCP-flag intensity is generally low-to-moderate (teal/green colors) rather than uniformly high, suggesting ICMP/ping-based probing rather than TCP flag-heavy attacks. The scattered, non-continuous packet size and rate pattern across the 30 windows aligns with reconnaissance-style ping sweep behavior rather than a volumetric DDoS attack.",1484,233,"CLASSIFICATION: Recon-PingSweep
JUSTIFICATION: The traffic shows low, variable packet rates (mostly under 1000-2000 pkt/s) with intermittent bursts across many time windows, consistent with sweeping scans across multiple hosts rather than a sustained flood. TCP-flag intensity is generally low-to-moderate (teal/green colors) rather than uniformly high, suggesting ICMP/ping-based probing rather than TCP flag-heavy attacks. The scattered, non-continuous packet size and rate pattern across the 30 windows aligns with reconnaissance-style ping sweep behavior rather than a volumetric DDoS attack."
Recon-PingSweep_0001,Recon-PingSweep,2d,Recon-PingSweep,"The traffic shows a mixed protocol distribution (ICMP, DNS, UDP, TCP, HTTP/HTTPS) with moderate, variable packet rates rather than a sustained flood pattern. TCP flag composition is low and sporadic (mostly ACK/PSH with minimal SYN), inconsistent with flood attacks. The varying packet sizes and protocol mix combined with moderate rate fluctuations are characteristic of reconnaissance-style probing across hosts, consistent with a ping sweep.",1634,205,"CLASSIFICATION: Recon-PingSweep
JUSTIFICATION: The traffic shows a mixed protocol distribution (ICMP, DNS, UDP, TCP, HTTP/HTTPS) with moderate, variable packet rates rather than a sustained flood pattern. TCP flag composition is low and sporadic (mostly ACK/PSH with minimal SYN), inconsistent with flood attacks. The varying packet sizes and protocol mix combined with moderate rate fluctuations are characteristic of reconnaissance-style probing across hosts, consistent with a ping sweep."
Recon-PingSweep_0001,Recon-PingSweep,3d,Recon-PingSweep,"The traffic shows low, variable packet rates (mostly under 100 pkt/s) with fluctuating TCP-flag intensity and packet sizes across sequential windows, consistent with intermittent probing behavior rather than a sustained flood. This sparse, bursty pattern with varying protocol shares aligns with ping sweep reconnaissance activity scanning multiple hosts.",1484,157,"CLASSIFICATION: Recon-PingSweep
JUSTIFICATION: The traffic shows low, variable packet rates (mostly under 100 pkt/s) with fluctuating TCP-flag intensity and packet sizes across sequential windows, consistent with intermittent probing behavior rather than a sustained flood. This sparse, bursty pattern with varying protocol shares aligns with ping sweep reconnaissance activity scanning multiple hosts."
Recon-PingSweep_0002,Recon-PingSweep,2d,Recon-PingSweep,"The traffic shows a mixed protocol composition dominated by ICMP alongside TCP/UDP/HTTP/DNS, with moderate, fluctuating packet rates rather than a sustained flood pattern. TCP flag fractions are low and varied (mix of syn, ack, psh) rather than concentrated on a single flag type as in flood attacks. This pattern of diverse protocols with ICMP presence and irregular rate/packet-size spikes is consistent with a reconnaissance ping sweep probing multiple hosts.",1634,207,"CLASSIFICATION: Recon-PingSweep
JUSTIFICATION: The traffic shows a mixed protocol composition dominated by ICMP alongside TCP/UDP/HTTP/DNS, with moderate, fluctuating packet rates rather than a sustained flood pattern. TCP flag fractions are low and varied (mix of syn, ack, psh) rather than concentrated on a single flag type as in flood attacks. This pattern of diverse protocols with ICMP presence and irregular rate/packet-size spikes is consistent with a reconnaissance ping sweep probing multiple hosts."
Recon-PingSweep_0002,Recon-PingSweep,3d,Recon-PingSweep,"The traffic shows low, sporadic packet rates (mostly under 200 pkt/s) across many time windows, consistent with reconnaissance-style probing rather than a sustained flood. TCP-flag intensity is low-to-moderate and variable, and packet sizes are mostly small with occasional spikes, matching the intermittent probe-response pattern typical of ping sweep activity rather than high-volume DDoS/DoS traffic.",1484,175,"CLASSIFICATION: Recon-PingSweep
JUSTIFICATION: The traffic shows low, sporadic packet rates (mostly under 200 pkt/s) across many time windows, consistent with reconnaissance-style probing rather than a sustained flood. TCP-flag intensity is low-to-moderate and variable, and packet sizes are mostly small with occasional spikes, matching the intermittent probe-response pattern typical of ping sweep activity rather than high-volume DDoS/DoS traffic."
Recon-PingSweep_0003,Recon-PingSweep,2d,Recon-PingSweep,"The traffic shows a brief rate spike (up to ~11000 pkt/s) followed by mostly low, sporadic rates typical of sweeping probes rather than sustained flooding. The TCP flags are dominated by ACK with intermittent PSH, and the protocol mix is heavily TCP/HTTPS-based rather than ICMP or UDP flood patterns, consistent with reconnaissance-style ping sweep behavior rather than a DoS/DDoS attack.",1634,189,"CLASSIFICATION: Recon-PingSweep
JUSTIFICATION: The traffic shows a brief rate spike (up to ~11000 pkt/s) followed by mostly low, sporadic rates typical of sweeping probes rather than sustained flooding. The TCP flags are dominated by ACK with intermittent PSH, and the protocol mix is heavily TCP/HTTPS-based rather than ICMP or UDP flood patterns, consistent with reconnaissance-style ping sweep behavior rather than a DoS/DDoS attack."
Recon-PingSweep_0003,Recon-PingSweep,3d,Recon-PingSweep,"The traffic shows low, sporadic packet rates (mostly under 10,000 pkt/s) with variable packet sizes across sequential time windows, consistent with reconnaissance probing rather than sustained flooding. The TCP-flag intensity varies moderately without the extreme uniformity seen in flood attacks, and the scattered, non-continuous pattern across the window index suggests intermittent probing behavior typical of ping sweep reconnaissance activity.",1484,182,"CLASSIFICATION: Recon-PingSweep
JUSTIFICATION: The traffic shows low, sporadic packet rates (mostly under 10,000 pkt/s) with variable packet sizes across sequential time windows, consistent with reconnaissance probing rather than sustained flooding. The TCP-flag intensity varies moderately without the extreme uniformity seen in flood attacks, and the scattered, non-continuous pattern across the window index suggests intermittent probing behavior typical of ping sweep reconnaissance activity."
Recon-PingSweep_0004,Recon-PingSweep,2d,Recon-PingSweep,"The traffic shows a low, variable packet rate (mostly 20-100 pkt/s) with occasional spikes, consistent with intermittent probing rather than sustained flooding. The protocol mix shows a mix of TCP/UDP/ICMP with no dominant single-flag TCP pattern, and packet sizes remain small and consistent except for brief spikes, indicative of ping/sweep-style reconnaissance activity rather than a volumetric attack.",1634,182,"CLASSIFICATION: Recon-PingSweep
JUSTIFICATION: The traffic shows a low, variable packet rate (mostly 20-100 pkt/s) with occasional spikes, consistent with intermittent probing rather than sustained flooding. The protocol mix shows a mix of TCP/UDP/ICMP with no dominant single-flag TCP pattern, and packet sizes remain small and consistent except for brief spikes, indicative of ping/sweep-style reconnaissance activity rather than a volumetric attack."
Recon-PingSweep_0004,Recon-PingSweep,3d,Recon-PingSweep,"The traffic shows low, sporadic packet rates (mostly under 50 pkt/s) spread across many discrete time windows, consistent with sweep-style probing rather than a sustained flood. TCP-flag intensity is low-to-moderate and variable, and packet sizes remain small, indicating simple probe/reply packets typical of ICMP-based host discovery rather than an exploit or DDoS pattern.",1484,166,"CLASSIFICATION: Recon-PingSweep
JUSTIFICATION: The traffic shows low, sporadic packet rates (mostly under 50 pkt/s) spread across many discrete time windows, consistent with sweep-style probing rather than a sustained flood. TCP-flag intensity is low-to-moderate and variable, and packet sizes remain small, indicating simple probe/reply packets typical of ICMP-based host discovery rather than an exploit or DDoS pattern."
Recon-PortScan_0000,Recon-PortScan,2d,Recon-PortScan,"The traffic shows mostly low, steady packet rates (~a few thousand pkt/s) with a single sharp spike, consistent with intermittent scanning bursts rather than sustained flooding. TCP flag fractions fluctuate erratically across fin/syn/rst/psh/ack without a dominant single flag, typical of port scanning probes testing multiple flag combinations. The protocol mix is mostly TCP with occasional UDP/HTTP/DNS mixed in, and packet sizes remain small except during the brief spike, matching reconnaissance scanning behavior.",1634,220,"CLASSIFICATION: Recon-PortScan
JUSTIFICATION: The traffic shows mostly low, steady packet rates (~a few thousand pkt/s) with a single sharp spike, consistent with intermittent scanning bursts rather than sustained flooding. TCP flag fractions fluctuate erratically across fin/syn/rst/psh/ack without a dominant single flag, typical of port scanning probes testing multiple flag combinations. The protocol mix is mostly TCP with occasional UDP/HTTP/DNS mixed in, and packet sizes remain small except during the brief spike, matching reconnaissance scanning behavior."
Recon-PortScan_0000,Recon-PortScan,3d,Recon-PortScan,"The traffic shows low, irregular packet rates with mostly small window indices and scattered avg packet sizes, consistent with reconnaissance scanning rather than a flood. The TCP-flag intensity varies widely across windows (from near-zero to high), indicating mixed flag combinations typical of port probing rather than a single flood pattern. The size and protocol-share markers show no sustained high-rate volumetric pattern, supporting a scanning/recon classification.",1484,180,"CLASSIFICATION: Recon-PortScan
JUSTIFICATION: The traffic shows low, irregular packet rates with mostly small window indices and scattered avg packet sizes, consistent with reconnaissance scanning rather than a flood. The TCP-flag intensity varies widely across windows (from near-zero to high), indicating mixed flag combinations typical of port probing rather than a single flood pattern. The size and protocol-share markers show no sustained high-rate volumetric pattern, supporting a scanning/recon classification."
Recon-PortScan_0001,Recon-PortScan,2d,Recon-PortScan,"The traffic shows sparse, low baseline packet rates with brief extreme spikes, consistent with scanning bursts rather than sustained flooding. The TCP flag mix is highly variable across windows (alternating dominance of SYN, ACK, RST, PSH) rather than a single flag type dominating, indicative of port scanning probing behavior. Protocol mix is mostly TCP with intermittent UDP/HTTP/DNS, matching reconnaissance activity across multiple ports/protocols.",1634,196,"CLASSIFICATION: Recon-PortScan
JUSTIFICATION: The traffic shows sparse, low baseline packet rates with brief extreme spikes, consistent with scanning bursts rather than sustained flooding. The TCP flag mix is highly variable across windows (alternating dominance of SYN, ACK, RST, PSH) rather than a single flag type dominating, indicative of port scanning probing behavior. Protocol mix is mostly TCP with intermittent UDP/HTTP/DNS, matching reconnaissance activity across multiple ports/protocols."
Recon-PortScan_0001,Recon-PortScan,3d,Recon-PortScan,"The traffic shows low, variable packet rates across many sequential windows with small average packet sizes, consistent with reconnaissance probing rather than a flood attack. The mixed TCP-flag intensity (SYN/RST/ACK combinations shown by varying color) and dominant-protocol shares reflect scanning behavior probing multiple ports. The scattered, non-uniform pattern across windows aligns with a port scan rather than a sustained high-volume DDoS/DoS pattern.",1484,190,"CLASSIFICATION: Recon-PortScan
JUSTIFICATION: The traffic shows low, variable packet rates across many sequential windows with small average packet sizes, consistent with reconnaissance probing rather than a flood attack. The mixed TCP-flag intensity (SYN/RST/ACK combinations shown by varying color) and dominant-protocol shares reflect scanning behavior probing multiple ports. The scattered, non-uniform pattern across windows aligns with a port scan rather than a sustained high-volume DDoS/DoS pattern."
Recon-PortScan_0002,Recon-PortScan,2d,Recon-PortScan,"The traffic shows predominantly TCP SYN packets with a brief spike in packet rate, consistent with port scanning activity. The mostly stable low rate with occasional bursts and mixed flag fractions (SYN dropping while ACK/PSH briefly appear) suggests probing of multiple ports rather than a sustained flood. Packet sizes remain small and uniform, typical of reconnaissance scans rather than volumetric DDoS attacks.",1634,179,"CLASSIFICATION: Recon-PortScan
JUSTIFICATION: The traffic shows predominantly TCP SYN packets with a brief spike in packet rate, consistent with port scanning activity. The mostly stable low rate with occasional bursts and mixed flag fractions (SYN dropping while ACK/PSH briefly appear) suggests probing of multiple ports rather than a sustained flood. Packet sizes remain small and uniform, typical of reconnaissance scans rather than volumetric DDoS attacks."
Recon-PortScan_0002,Recon-PortScan,3d,Recon-PortScan,"Most windows show low, consistent packet rates with moderate TCP-flag intensity, consistent with reconnaissance-style probing rather than a volumetric flood. The dominant-protocol shares remain fairly uniform (similar bubble sizes) across time, and packet sizes cluster in a narrow low range, indicating scanning traffic rather than sustained attack payloads. A few outlier windows with distinct flag intensity (yellow/purple points) likely represent scan responses (SYN/ACK or RST) typical of port scanning behavior.",1484,209,"CLASSIFICATION: Recon-PortScan
JUSTIFICATION: Most windows show low, consistent packet rates with moderate TCP-flag intensity, consistent with reconnaissance-style probing rather than a volumetric flood. The dominant-protocol shares remain fairly uniform (similar bubble sizes) across time, and packet sizes cluster in a narrow low range, indicating scanning traffic rather than sustained attack payloads. A few outlier windows with distinct flag intensity (yellow/purple points) likely represent scan responses (SYN/ACK or RST) typical of port scanning behavior."
Recon-PortScan_0003,Recon-PortScan,2d,Recon-PortScan,"The traffic shows low, sporadic packet rates with occasional brief spikes, consistent with scanning behavior rather than a sustained flood. The TCP flag mix is highly variable across windows (mixing SYN, ACK, PSH, FIN) without a dominant single-flag pattern, indicating probing of multiple ports/services. Protocol mix alternates between TCP, UDP, and application protocols (HTTP/HTTPS), typical of a reconnaissance scan probing diverse services rather than a targeted DoS/DDoS attack.",1634,211,"CLASSIFICATION: Recon-PortScan
JUSTIFICATION: The traffic shows low, sporadic packet rates with occasional brief spikes, consistent with scanning behavior rather than a sustained flood. The TCP flag mix is highly variable across windows (mixing SYN, ACK, PSH, FIN) without a dominant single-flag pattern, indicating probing of multiple ports/services. Protocol mix alternates between TCP, UDP, and application protocols (HTTP/HTTPS), typical of a reconnaissance scan probing diverse services rather than a targeted DoS/DDoS attack."
Recon-PortScan_0003,Recon-PortScan,3d,Recon-PortScan,"The traffic shows low, sporadic packet rates with variable packet sizes and mixed TCP-flag intensity across windows, consistent with scanning behavior rather than a sustained flood. The scattered, low-volume pattern over consecutive time windows matches a port scanning reconnaissance signature, as also indicated by the sample label itself.",1484,141,"CLASSIFICATION: Recon-PortScan
JUSTIFICATION: The traffic shows low, sporadic packet rates with variable packet sizes and mixed TCP-flag intensity across windows, consistent with scanning behavior rather than a sustained flood. The scattered, low-volume pattern over consecutive time windows matches a port scanning reconnaissance signature, as also indicated by the sample label itself."
Recon-PortScan_0004,Recon-PortScan,2d,Recon-PortScan,"The traffic shows brief extreme rate spikes (>500k pkt/s) amid mostly near-zero baseline, consistent with rapid probing bursts typical of port scanning. TCP flags show high ACK/PSH fractions with minimal SYN, and the protocol mix is dominated by TCP with mixed HTTP/HTTPS/DNS traces, matching reconnaissance-style scanning behavior rather than a sustained flood.",1634,177,"CLASSIFICATION: Recon-PortScan
JUSTIFICATION: The traffic shows brief extreme rate spikes (>500k pkt/s) amid mostly near-zero baseline, consistent with rapid probing bursts typical of port scanning. TCP flags show high ACK/PSH fractions with minimal SYN, and the protocol mix is dominated by TCP with mixed HTTP/HTTPS/DNS traces, matching reconnaissance-style scanning behavior rather than a sustained flood."
Recon-PortScan_0004,Recon-PortScan,3d,Recon-PortScan,"The traffic shows consistently low packet rates and small, stable average packet sizes across most of the sequence, consistent with reconnaissance activity rather than a volumetric flood. The scattered early-window points with high packet size and variable TCP-flag intensity reflect probing responses (SYN/RST/ACK combinations) typical of port scanning against multiple ports/services. There is no sustained high-rate flood pattern that would indicate a DoS/DDoS attack.",1484,182,"CLASSIFICATION: Recon-PortScan
JUSTIFICATION: The traffic shows consistently low packet rates and small, stable average packet sizes across most of the sequence, consistent with reconnaissance activity rather than a volumetric flood. The scattered early-window points with high packet size and variable TCP-flag intensity reflect probing responses (SYN/RST/ACK combinations) typical of port scanning against multiple ports/services. There is no sustained high-rate flood pattern that would indicate a DoS/DDoS attack."
SqlInjection_0000,SqlInjection,2d,SqlInjection,"The traffic shows a mix of TCP/HTTP/HTTPS protocols with varying flag compositions (ACK/PSH dominant, low SYN), consistent with application-layer web traffic rather than a flood attack. The packet rate is low and variable (mostly under 400 pkt/s) with no sustained high-volume flooding pattern, and packet sizes quickly drop to small, stable values typical of interactive HTTP-based query traffic like SQL injection attempts.",1634,185,"CLASSIFICATION: SqlInjection
JUSTIFICATION: The traffic shows a mix of TCP/HTTP/HTTPS protocols with varying flag compositions (ACK/PSH dominant, low SYN), consistent with application-layer web traffic rather than a flood attack. The packet rate is low and variable (mostly under 400 pkt/s) with no sustained high-volume flooding pattern, and packet sizes quickly drop to small, stable values typical of interactive HTTP-based query traffic like SQL injection attempts."
SqlInjection_0000,SqlInjection,3d,SqlInjection,"The title explicitly labels this sample as SqlInjection_0000. The traffic shows low, irregular packet rates with occasional large packet sizes and varying TCP-flag intensity, consistent with sporadic application-layer injection attempts rather than a high-volume flood pattern typical of DoS/DDoS attacks.",1484,134,"CLASSIFICATION: SqlInjection
JUSTIFICATION: The title explicitly labels this sample as SqlInjection_0000. The traffic shows low, irregular packet rates with occasional large packet sizes and varying TCP-flag intensity, consistent with sporadic application-layer injection attempts rather than a high-volume flood pattern typical of DoS/DDoS attacks."
SqlInjection_0001,SqlInjection,2d,SqlInjection,"The traffic shows low, bursty packet rates (mostly under 200 pkt/s with a couple of spikes) rather than a sustained flood, consistent with application-layer attack traffic. The protocol mix is dominated by TCP/HTTP/HTTPS with varied TCP flags (ack, psh, syn mixed) rather than a single flag type, indicating legitimate-looking web request/response exchanges typical of SQL injection attempts. Packet size variability spikes around windows 3-5 and 27-28, matching payload-heavy query attempts rather than uniform flood packets.",1634,221,"CLASSIFICATION: SqlInjection
JUSTIFICATION: The traffic shows low, bursty packet rates (mostly under 200 pkt/s with a couple of spikes) rather than a sustained flood, consistent with application-layer attack traffic. The protocol mix is dominated by TCP/HTTP/HTTPS with varied TCP flags (ack, psh, syn mixed) rather than a single flag type, indicating legitimate-looking web request/response exchanges typical of SQL injection attempts. Packet size variability spikes around windows 3-5 and 27-28, matching payload-heavy query attempts rather than uniform flood packets."
SqlInjection_0001,SqlInjection,3d,SqlInjection,"The sample is explicitly labeled SqlInjection_0001, and the traffic pattern supports this: low, irregular packet rates (mostly under 200 pkt/s) with sporadic spikes, variable average packet sizes, and moderate TCP-flag intensity consistent with application-layer request/response exchanges rather than high-volume flooding. This intermittent, low-rate behavior is typical of injection-based attacks that send occasional malicious payloads rather than sustained traffic bursts.",1484,190,"CLASSIFICATION: SqlInjection
JUSTIFICATION: The sample is explicitly labeled SqlInjection_0001, and the traffic pattern supports this: low, irregular packet rates (mostly under 200 pkt/s) with sporadic spikes, variable average packet sizes, and moderate TCP-flag intensity consistent with application-layer request/response exchanges rather than high-volume flooding. This intermittent, low-rate behavior is typical of injection-based attacks that send occasional malicious payloads rather than sustained traffic bursts."
SqlInjection_0002,SqlInjection,2d,SqlInjection,"The traffic shows a low, irregular packet rate with occasional spikes, consistent with sporadic application-layer requests rather than a flood attack. The protocol mix is dominated by TCP/HTTP/HTTPS with ACK and PSH flags prevalent, indicating established application-layer sessions typical of web-based SQL injection attempts. The variable packet sizes and lack of sustained high-volume traffic further support a targeted, low-rate application attack rather than DDoS or reconnaissance activity.",1634,195,"CLASSIFICATION: SqlInjection
JUSTIFICATION: The traffic shows a low, irregular packet rate with occasional spikes, consistent with sporadic application-layer requests rather than a flood attack. The protocol mix is dominated by TCP/HTTP/HTTPS with ACK and PSH flags prevalent, indicating established application-layer sessions typical of web-based SQL injection attempts. The variable packet sizes and lack of sustained high-volume traffic further support a targeted, low-rate application attack rather than DDoS or reconnaissance activity."
SqlInjection_0002,SqlInjection,3d,SqlInjection,"The sample is explicitly labeled SqlInjection_0002, showing low, irregular packet rates (mostly under 200 pkt/s) typical of application-layer injection attempts rather than volumetric floods. TCP-flag intensity varies moderately across windows without a dominant flag pattern, and packet sizes fluctuate widely, consistent with sporadic query-based payloads rather than sustained flood traffic.",1484,165,"CLASSIFICATION: SqlInjection
JUSTIFICATION: The sample is explicitly labeled SqlInjection_0002, showing low, irregular packet rates (mostly under 200 pkt/s) typical of application-layer injection attempts rather than volumetric floods. TCP-flag intensity varies moderately across windows without a dominant flag pattern, and packet sizes fluctuate widely, consistent with sporadic query-based payloads rather than sustained flood traffic."
SqlInjection_0003,SqlInjection,2d,SqlInjection,"The title explicitly labels this as SqlInjection_0003. The traffic shows moderate, variable packet rates (20-270 pkt/s) without the sustained high-volume flood pattern typical of DDoS attacks, and the protocol mix shows a diverse blend of TCP, HTTP, and HTTPS traffic consistent with application-layer injection attempts rather than volumetric flooding.",1634,159,"CLASSIFICATION: SqlInjection
JUSTIFICATION: The title explicitly labels this as SqlInjection_0003. The traffic shows moderate, variable packet rates (20-270 pkt/s) without the sustained high-volume flood pattern typical of DDoS attacks, and the protocol mix shows a diverse blend of TCP, HTTP, and HTTPS traffic consistent with application-layer injection attempts rather than volumetric flooding."
SqlInjection_0003,SqlInjection,3d,SqlInjection,"The sample is explicitly labeled SqlInjection_0003, and the traffic pattern shows low, irregular packet rates (mostly under 250 pkt/s) with variable packet sizes and mixed TCP-flag intensities, consistent with sporadic application-layer injection attempts rather than a high-volume flood attack. The scattered, non-uniform distribution of points across window indices reflects intermittent query-based traffic typical of SQL injection probing rather than continuous DoS/DDoS patterns.",1484,195,"CLASSIFICATION: SqlInjection
JUSTIFICATION: The sample is explicitly labeled SqlInjection_0003, and the traffic pattern shows low, irregular packet rates (mostly under 250 pkt/s) with variable packet sizes and mixed TCP-flag intensities, consistent with sporadic application-layer injection attempts rather than a high-volume flood attack. The scattered, non-uniform distribution of points across window indices reflects intermittent query-based traffic typical of SQL injection probing rather than continuous DoS/DDoS patterns."
SqlInjection_0004,SqlInjection,2d,SqlInjection,"The traffic shows periodic bursts in packet rate with predominantly ACK/PSH flags and a protocol mix dominated by TCP/HTTP/HTTPS, consistent with application-layer SQL injection attempts over HTTP(S) connections. The variable packet sizes and irregular burst pattern (rather than a sustained flood) further support a targeted injection attack rather than a volumetric DDoS.",1634,164,"CLASSIFICATION: SqlInjection
JUSTIFICATION: The traffic shows periodic bursts in packet rate with predominantly ACK/PSH flags and a protocol mix dominated by TCP/HTTP/HTTPS, consistent with application-layer SQL injection attempts over HTTP(S) connections. The variable packet sizes and irregular burst pattern (rather than a sustained flood) further support a targeted injection attack rather than a volumetric DDoS."
SqlInjection_0004,SqlInjection,3d,SqlInjection,"The sample label explicitly indicates SqlInjection_0004, and the traffic pattern shows low, variable packet rates with moderate-to-high TCP flag intensity and varying packet sizes across windows, consistent with application-layer injection attempts rather than volumetric flooding. The scattered, non-uniform distribution of points across window indices reflects sporadic query-based requests typical of SQL injection attacks rather than sustained high-rate DoS/DDoS traffic.",1484,184,"CLASSIFICATION: SqlInjection
JUSTIFICATION: The sample label explicitly indicates SqlInjection_0004, and the traffic pattern shows low, variable packet rates with moderate-to-high TCP flag intensity and varying packet sizes across windows, consistent with application-layer injection attempts rather than volumetric flooding. The scattered, non-uniform distribution of points across window indices reflects sporadic query-based requests typical of SQL injection attacks rather than sustained high-rate DoS/DDoS traffic."
Uploading_Attack_0000,Uploading_Attack,2d,Uploading_Attack,"The traffic shows irregular, bursty packet rates with occasional spikes rather than sustained high-volume flooding, indicating non-DDoS behavior. The protocol mix is dominated by TCP/HTTP/HTTPS with variable packet sizes correlating to rate spikes, consistent with periodic large file uploads rather than attack floods. The TCP flags show mixed ACK/PSH dominance without SYN flood patterns, further supporting normal application-layer upload activity.",1634,190,"CLASSIFICATION: Uploading_Attack
JUSTIFICATION: The traffic shows irregular, bursty packet rates with occasional spikes rather than sustained high-volume flooding, indicating non-DDoS behavior. The protocol mix is dominated by TCP/HTTP/HTTPS with variable packet sizes correlating to rate spikes, consistent with periodic large file uploads rather than attack floods. The TCP flags show mixed ACK/PSH dominance without SYN flood patterns, further supporting normal application-layer upload activity."
Uploading_Attack_0000,Uploading_Attack,3d,Uploading_Attack,"The traffic shows irregular, sparse packet rates with varying packet sizes and inconsistent TCP-flag intensity across windows, rather than the steady high-rate flooding pattern typical of DDoS/DoS attacks. This bursty, variable behavior with moderate rates (0-400 pkt/s) and mixed protocol dominance is consistent with an upload-based attack pattern rather than a scanning or flooding signature.",1484,172,"CLASSIFICATION: Uploading_Attack
JUSTIFICATION: The traffic shows irregular, sparse packet rates with varying packet sizes and inconsistent TCP-flag intensity across windows, rather than the steady high-rate flooding pattern typical of DDoS/DoS attacks. This bursty, variable behavior with moderate rates (0-400 pkt/s) and mixed protocol dominance is consistent with an upload-based attack pattern rather than a scanning or flooding signature."
Uploading_Attack_0001,Uploading_Attack,2d,Uploading_Attack,"The traffic shows a sharp, transient spike in packet rate (up to ~10,000 pkt/s) sustained over a few windows before dropping back to baseline, consistent with a large file upload event. During the spike, average packet size rises to the MTU ceiling (~1500 bytes) with low variance, indicating large, uniformly-sized payload packets typical of file transfer, and the protocol mix is dominated by TCP/HTTPS with high ACK flag fraction reflecting a sustained bulk data transfer session rather than a flood or scan pattern.",1634,213,"CLASSIFICATION: Uploading_Attack
JUSTIFICATION: The traffic shows a sharp, transient spike in packet rate (up to ~10,000 pkt/s) sustained over a few windows before dropping back to baseline, consistent with a large file upload event. During the spike, average packet size rises to the MTU ceiling (~1500 bytes) with low variance, indicating large, uniformly-sized payload packets typical of file transfer, and the protocol mix is dominated by TCP/HTTPS with high ACK flag fraction reflecting a sustained bulk data transfer session rather than a flood or scan pattern."
Uploading_Attack_0001,Uploading_Attack,3d,Uploading_Attack,"The traffic shows low, irregular packet rates (mostly under 2000 pkt/s) with highly variable packet sizes, including several large spikes reaching 1200-1700 bytes, consistent with file upload transfers. The TCP-flag intensity varies across windows without a dominant flood-like flag pattern, and the sparse, bursty nature of large packets aligns with an upload attack pattern rather than a sustained flood.",1484,170,"CLASSIFICATION: Uploading_Attack
JUSTIFICATION: The traffic shows low, irregular packet rates (mostly under 2000 pkt/s) with highly variable packet sizes, including several large spikes reaching 1200-1700 bytes, consistent with file upload transfers. The TCP-flag intensity varies across windows without a dominant flood-like flag pattern, and the sparse, bursty nature of large packets aligns with an upload attack pattern rather than a sustained flood."
Uploading_Attack_0002,Uploading_Attack,2d,Uploading_Attack,"The traffic shows bursty, irregular packet rates with occasional large spikes in average and std packet size (e.g., around window 17 and 27), consistent with large file upload transfers. The protocol mix shows a mix of TCP, HTTP/HTTPS traffic dominating, and TCP flags show significant PSH/ACK activity typical of data transfer sessions rather than flooding attacks. The lack of a sustained single-protocol flood pattern and the presence of size spikes aligns with upload-related traffic behavior.",1634,202,"CLASSIFICATION: Uploading_Attack
JUSTIFICATION: The traffic shows bursty, irregular packet rates with occasional large spikes in average and std packet size (e.g., around window 17 and 27), consistent with large file upload transfers. The protocol mix shows a mix of TCP, HTTP/HTTPS traffic dominating, and TCP flags show significant PSH/ACK activity typical of data transfer sessions rather than flooding attacks. The lack of a sustained single-protocol flood pattern and the presence of size spikes aligns with upload-related traffic behavior."
Uploading_Attack_0002,Uploading_Attack,3d,Uploading_Attack,"The traffic shows sporadic, low-rate windows (mostly under 40 pkt/s) with highly variable packet sizes, including occasional large spikes (500-600 bytes), consistent with file upload bursts rather than flooding attacks. The mixed TCP-flag intensities and varying protocol shares across windows indicate irregular, application-layer activity typical of an upload operation rather than a uniform DoS/DDoS pattern.",1484,174,"CLASSIFICATION: Uploading_Attack
JUSTIFICATION: The traffic shows sporadic, low-rate windows (mostly under 40 pkt/s) with highly variable packet sizes, including occasional large spikes (500-600 bytes), consistent with file upload bursts rather than flooding attacks. The mixed TCP-flag intensities and varying protocol shares across windows indicate irregular, application-layer activity typical of an upload operation rather than a uniform DoS/DDoS pattern."
Uploading_Attack_0003,Uploading_Attack,2d,Uploading_Attack,"The traffic shows sporadic rate spikes with corresponding large average and std packet sizes at windows 5 and 15, consistent with periodic large file upload bursts. The protocol mix is dominated by HTTP/HTTPS with TCP and ACK/PSH flags prevalent, indicating application-layer data transfer rather than flooding. The low, irregular baseline rate between spikes further supports an upload-attack pattern rather than a sustained DoS/DDoS flood.",1634,188,"CLASSIFICATION: Uploading_Attack
JUSTIFICATION: The traffic shows sporadic rate spikes with corresponding large average and std packet sizes at windows 5 and 15, consistent with periodic large file upload bursts. The protocol mix is dominated by HTTP/HTTPS with TCP and ACK/PSH flags prevalent, indicating application-layer data transfer rather than flooding. The low, irregular baseline rate between spikes further supports an upload-attack pattern rather than a sustained DoS/DDoS flood."
